,pickup_city,pickup_zip_code
4837,Frankfurt,60529
4838,Frankfurt,60549
4839,Frankfurt,60594
4840,Frankfurt,60596
4841,Frankfurt,60598
4842,Frankfurt,60599
4843,Frankfurt,65929
4844,Frankfurt,65931
4845,Frankfurt,65933
4846,Frankfurt,65934
4847,Frankfurt,65936
4848,Fränkisch-Crumbach,64407
4849,Frankleben,6259
4850,Frankweiler,76833
4851,Franzburg,18461
4852,Franzenheim,54316
4853,Franzenmühle,56332
4854,Frasdorf,83112
4855,Fraßdorf,6386
4856,Frauenau,94258
4857,Frauenberg,55776
4858,Frauenberg,82216
4859,Frauenchiemsee,83256
4860,Frauendorf,1945
4861,Frauendorf,3058
4862,Frauendorf,4668
4863,Frauenhagen,16278
4864,Frauenholz,73072
4865,Frauenhurt,83374
4866,Frauenmark,19374
4867,Frauenneuharting,83553
4868,Frauenprießnitz,7774
4869,Frauensee,36460
4870,Frauenstein,9623
4871,Frauenwald,98711
4872,Fräulein-Steinfort,23936
4873,Fraulund,24405
4874,Fraunberg,85447
4875,Fraureuth,8427
4876,Frauwalde,1990
4877,Frechen,50226
4878,Freckenfeld,76872
4879,Freckleben,6456
4880,Fredeburg,23909
4881,Freden,31084
4882,Fredenbeck,21717
4883,Fredersdorf,14806
4884,Fredersdorf,15370
4885,Fredersdorf,16306
4886,Fredesdorf,23826
4887,Freesdorf,15926
4888,Frehne,16945
4889,Freiamt,79348
4890,Freiberg,9599
4891,Freiberg,71691
4892,Freiberg,94469
4893,Freiburg,21729
4894,Freiburg,79098
4895,Freiburg,79100
4896,Freiburg,79102
4897,Freiburg,79104
4898,Freiburg,79106
4899,Freiburg,79108
4900,Freiburg,79110
4901,Freiburg,79111
4902,Freiburg,79112
4903,Freiburg,79114
4904,Freiburg,79115
4905,Freiburg,79117
4906,Freidorf,15757
4907,Freienbessingen,99713
4908,Freienhagen,16515
4909,Freienhagen,37318
4910,Freienhufen,1983
4911,Freienorla,7768
4912,Freiensteinau,36399
4913,Freienthal,14822
4914,Freienwill,24991
4915,Freigericht,63579
4916,Freihung,92271
4917,Freilassing,83395
4918,Frei-Laubersheim,55546
4919,Freileben,4936
4920,Freilingen,56244
4921,Freimersheim,55234
4922,Freimersheim,67482
4923,Freinberg,83552
4924,Freinsheim,67251
4925,Freirachdorf,56244
4926,Freisbach,67361
4927,Freisen,66629
4928,Freising,85354
4929,Freising,85356
4930,Freist,6347
4931,Freistatt,27259
4932,Freital,1705
4933,Freiwalde,15910
4934,Frellstedt,38373
4935,Frelsdorf,27616
4936,Fremdingen,86742
4937,Frensdorf,96158
4938,Freren,49832
4939,Fresdorf,14552
4940,Fresenboje,24358
4941,Fresenbrügge,19300
4942,Fresenburg,49762
4943,Fresendelf,25876
4944,Frestedt,25727
4945,Frettenheim,67596
4946,Fretterode,37318
4947,Fretzdorf,16909
4948,Freudenberg,16259
4949,Freudenberg,24816
4950,Freudenberg,57258
4951,Freudenberg,92272
4952,Freudenberg,97896
4953,Freudenburg,54450
4954,Freudenheim,94501
4955,Freudenstadt,72250
4956,Freudental,74392
4957,Freyburg,6632
4958,Freyenstein,16918
4959,Freystadt,92342
4960,Freyung,94078
4961,Frickenhausen,72636
4962,Frickenhausen,97252
4963,Frickingen,88699
4964,Friderikenhof,14979
4965,Fridingen,78567
4966,Fridolfing,83413
4967,Friedberg,61169
4968,Friedberg,86316
4969,Friedbüsch,54655
4970,Friedebach,7381
4971,Friedeburg,6347
4972,Friedeburg,26446
4973,Friedeburgerhütte,6347
4974,Friedelshausen,98634
4975,Friedelsheim,67159
4976,Friedenfelde,17268
4977,Friedenfels,95688
4978,Friedensau,39291
4979,Friedensdorf,6254
4980,Friedenthal,57589
4981,Friedenweiler,79877
4982,Friedersdorf,1744
4983,Friedersdorf,2742
4984,Friedersdorf,3253
4985,Friedersdorf,4916
4986,Friedersdorf,6749
4987,Friedersdorf,15306
4988,Friedersdorf,15754
4989,Friedersdorf,98701
4990,Friedewald,36289
4991,Friedewald,57520
4992,Friedland,9634
4993,Friedland,15848
4994,Friedland,17098
4995,Friedland,37133
4996,Friedrichroda,99894
4997,Friedrichsaue,6449
4998,Friedrichsaue,15328
4999,Friedrichsbrunn,6507
5000,Friedrichsdorf,6386
5001,Friedrichsdorf,61381
5002,Friedrichsgabekoog,25764
5003,Friedrichsgraben,24799
5004,Friedrichshafen,88045
5005,Friedrichshafen,88046
5006,Friedrichshafen,88048
5007,Friedrichshagen,23936
5008,Friedrichshain,3130
5009,Friedrichshof,15754
5010,Friedrichshof,16259
5011,Friedrichshof,17337
5012,Friedrichshof,18246
5013,Friedrichshof,95460
5014,Friedrichshöhe,98749
5015,Friedrichsholm,24799
5016,Friedrichskoog,25718
5017,Friedrichsrode,99713
5018,Friedrichsruh,21521
5019,Friedrichsruhe,19374
5020,Friedrichstadt,25840
5021,Friedrichsthal,16306
5022,Friedrichsthal,16515
5023,Friedrichsthal,66299
5024,Friedrichsthal,99735
5025,Friedrichswalde,16247
5026,Friedrichswalde,19339
5027,Friedrichswalde,19412
5028,Friedrichswerth,99869
5029,Friedrich-Wilhelm-Lübke-Koog,25924
5030,Frielendorf,34621
5031,Friemar,99869
5032,Frienstedt,99192
5033,Frienstedt,99192
5034,Friesack,14662
5035,Friesdorf,6543
5036,Friesenhagen,51598
5037,Friesenheim,55278
5038,Friesenheim,77948
5039,Friesenried,87654
5040,Friesoythe,26169
5041,Frießnitz,7570
5042,Frimberg,83546
5043,Friolzheim,71292
5044,Frittlingen,78665
5045,Fritzenweng,83379
5046,Fritzlar,34560
5047,Frohburg,4654
5048,Fröhden,14913
5049,Fröhnd,79677
5050,Frohndorf,99610
5051,Frohnhofen,66903
5052,Frohnloh,82349
5053,Frohnsdorf,4618
5054,Frohnsdorf,14929
5055,Froitshub,83552
5056,Frömmstedt,99638
5057,Fröndenberg,58730
5058,Fronderode,99735
5059,Fronhausen,35112
5060,Fronhofen,55471
5061,Fronreute,88273
5062,Frontenhausen,84160
5063,Frose,6464
5064,Fröttstädt,99880
5065,Frücht,56132
5066,Fuchsberg,85254
5067,Fuchsenmühle,97828
5068,Fuchshain,4683
5069,Fuchshäusle,73453
5070,Fuchshof,91344
5071,Fuchshofen,53533
5072,Fuchsmühl,95689
5073,Fuchsmühle,76877
5074,Fuchsstadt,97727
5075,Fuchssteig,83364
5076,Fuchstal,86925
5077,Fuhlendorf,18356
5078,Fuhlendorf,24649
5079,Fuhlenhagen,21493
5080,Fulda,36037
5081,Fulda,36039
5082,Fulda,36041
5083,Fulda,36043
5084,Fuldabrück,34277
5085,Fuldatal,34233
5086,Fulgenkoppel,18209
5087,Fünfeichen,15890
5088,Fünfmühlen,24861
5089,Fünfstetten,86681
5090,Fürfeld,55546
5091,Fürnsbach,85465
5092,Fürst,83329
5093,Fürstenau,1778
5094,Fürstenau,49584
5095,Fürstenberg,16798
5096,Fürstenberg,37699
5097,Fürsteneck,94142
5098,Fürstenfeldbruck,82256
5099,Fürstenstein,94538
5100,Fürstental,34516
5101,Fürstenwalde,1778
5102,Fürstenwalde,15517
5103,Fürstenwerder,17291
5104,Fürstenzell,94081
5105,Fürstlich Drehna,3246
5106,Furt,83739
5107,Furth,82041
5108,Furth,83552
5109,Furth,84095
5110,Fürth,64658
5111,Fürth,90762
5112,Fürth,90763
5113,Fürth,90765
5114,Fürth,90766
5115,Fürth,90768
5116,Furth im Wald,93437
5117,Fürthen,57539
5118,Furtwangen,78120
5119,Füssen,87629
5120,Fußgönheim,67136
5121,Fußstall,83714
5122,Gaarz,19309
5123,Gaarzerhof,18230
5124,Gabermühle,91077
5125,Gaberndorf,99428
5126,Gaberndorf,99428
5127,Gablenz,2953
5128,Gablenz,3058
5129,Gablenz-Kromlau,2953
5130,Gablingen,86456
5131,Gabsheim,55288
5132,Gachenbach,86565
5133,Gackenbach,56412
5134,Gädebehn,19089
5135,Gadebusch,19205
5136,Gadegast,6918
5137,Gädheim,97503
5138,Gadow,16909
5139,Gadsdorf,15806
5140,Gagel,39606
5141,Gägelow,19406
5142,Gägelow,23968
5143,Gager,18586
5144,Gaggenau,76571
5145,Gagzow,23974
5146,Gahlenz,9569
5147,Gahma,7356
5148,Gahro,3246
5149,Gahry,3149
5150,Gaiberg,69251
5151,Gaienhofen,78343
5152,Gaildorf,74405
5153,Gailingen,78262
5154,Gaimersheim,85080
5155,Gaimersheim,85080
5156,Gaisberg,83546
5157,Gaißach,83674
5158,Galenbeck,17153
5159,Galenbeck,17337
5160,Galenberg,56651
5161,Gallentin,23996
5162,Gallin,19258
5163,Gallin,19386
5164,Gallinchen,3058
5165,Gallmersgarten,91605
5166,Gallschütz,1665
5167,Gallun,15749
5168,Galm,14715
5169,Galmsbüll,25899
5170,Galow,16278
5171,Gamlen,56761
5172,Gammelby,24340
5173,Gammelin,19230
5174,Gammelsdorf,85408
5175,Gammelshausen,73108
5176,Gammertingen,72501
5177,Gamstädt,99192
5178,Gandenitz,17268
5179,Ganderkesee,27777
5180,Gandesbergen,27324
5181,Gangelt,52538
5182,Gangkofen,84140
5183,Gangloffsömmern,99634
5184,Gänsberg,83329
5185,Gantenbeck,23948
5186,Ganzer,16845
5187,Ganzlin,19395
5188,Gapel,14727
5189,Gappenach,56294
5190,Garbsen,30823
5191,Garbsen,30826
5192,Garbsen,30827
5193,Garching,84518
5194,Garching,85748
5195,Gardelegen,39638
5196,Garding,25836
5197,"Garding, Kirchspiel",25836
5198,Garlin,19357
5199,Garlipp,39579
5200,Garlitz,14715
5201,Garlitz,19249
5202,Garlstorf,21376
5203,Garmisch-Partenkirchen,82467
5204,Garnbach,6571
5205,Garrel,49681
5206,Garrey,14823
5207,Gars,83536
5208,Gars Bahnhof,83555
5209,Garsedow,19322
5210,Garstedt,21441
5211,Garthe,49685
5212,Gartow,16845
5213,Gartow,29471
5214,Gärtringen,71116
5215,Gartz,16307
5216,Garvensdorf,18233
5217,Garvsmühlen,18230
5218,Garz,16845
5219,Garz,17419
5220,Garz,18574
5221,Garz,39524
5222,Garzau,15345
5223,Garzin,15345
5224,Gastemühle,56332
5225,Gasteyers Mühle,56379
5226,Gasthafen,25899
5227,Gastrose-Kerkwitz,3172
5228,Gatersleben,6466
5229,Gatow,16306
5230,Gattendorf,95185
5231,Gatterstädt,6268
5232,Gau-Algesheim,55435
5233,Gau-Bickelheim,55599
5234,Gau-Bischofsheim,55296
5235,Gauchshausen,73494
5236,Gauern,7580
5237,Gauernitz,1665
5238,Gauersheim,67294
5239,Gäufelden,71126
5240,Gaugrehweiler,67822
5241,Gau-Heppenheim,55234
5242,Gaukönigshofen,97253
5243,Gau-Odernheim,55239
5244,Gaushorn,25782
5245,Gaußig,2633
5246,Gauting,82131
5247,Gau-Weinheim,55578
5248,"Gaymühle, Gem Bauler",54673
5249,"Gaymühle, Gem Berscheid",54673
5250,"Gaymühle, Gem Biesdorf",54675
5251,"Gaymühle, Gem Wallendorf",54675
5252,Gebenbach,92274
5253,Gebersdorf,15936
5254,Gebersdorf,98743
5255,Gebesee,99189
5256,Gebhardshain,57580
5257,Gebhardshütte,64711
5258,Gebroth,55595
5259,Gebsattel,91607
5260,Gebstedt,99510
5261,Gechingen,75391
5262,Gedern,63688
5263,Geelbek,24882
5264,Geesow,16307
5265,Geeste,49744
5266,Geestgottberg,39615
5267,Geesthacht,21502
5268,Gefell,7926
5269,Gefell,54552
5270,Gefell,96524
5271,Gefrees,95482
5272,Gehaus,36404
5273,Geheege,7819
5274,Gehlberg,98559
5275,Gehlberg,98559
5276,Gehlert,57627
5277,Gehlmühle,76887
5278,Gehlweiler,55490
5279,Gehofen,6571
5280,Gehrde,49596
5281,Gehrden,30989
5282,Gehrden,39264
5283,Gehren,15926
5284,Gehren,98708
5285,Gehrendorf,39359
5286,Gehrhof,25361
5287,Gehringswalde,9429
5288,Gehrweiler,67724
5289,Geichlingen,54675
5290,Geiersthal,94244
5291,Geigant,93449
5292,Geilenkirchen,52511
5293,Geilnau,56379
5294,Geilsdorf,99326
5295,Geisa,36419
5296,Geisbüschhof,56729
5297,Geiselbach,63826
5298,Geiselberg,67715
5299,Geiselhöring,94333
5300,Geiselwind,96160
5301,Geisenfeld,85290
5302,Geisenhain,7646
5303,Geisenhausen,84144
5304,Geisenheim,65366
5305,Geisenhofen,82282
5306,Geisfeld,54413
5307,Geisig,56357
5308,Geising,1778
5309,Geisingen,78187
5310,Geisleden,37308
5311,Geislingen,72351
5312,Geislingen,73312
5313,Geislinger Weg,73345
5314,Geismar,36419
5315,Geismar,37308
5316,Geitersdorf,7407
5317,Geithain,4643
5318,Gelbensande,18182
5319,Gelchsheim,97255
5320,Geldern,47608
5321,Geldersheim,97505
5322,Geleitshäuser,4720
5323,Gelenau,9423
5324,Gelenberg,53539
5325,Gellmersdorf,16278
5326,Gelmeroda,99428
5327,Gelmeroda,99428
5328,Gelnhausen,63571
5329,Gelsenkirchen,45879
5330,Gelsenkirchen,45881
5331,Gelsenkirchen,45883
5332,Gelsenkirchen,45884
5333,Gelsenkirchen,45886
5334,Gelsenkirchen,45888
5335,Gelsenkirchen,45889
5336,Gelsenkirchen,45891
5337,Gelsenkirchen,45892
5338,Gelsenkirchen,45894
5339,Gelsenkirchen,45896
5340,Gelsenkirchen,45897
5341,Gelsenkirchen,45899
5342,Geltendorf,82269
5343,Gelting,24395
5344,Geltorf,24884
5345,Geltow,14542
5346,Gemmerich,56357
5347,Gemmingen,75050
5348,Gemmrigheim,74376
5349,Gemünd,54673
5350,Gemünden,35285
5351,Gemünden,35329
5352,Gemünden,55490
5353,Gemünden,56459
5354,Gemünden,97737
5355,Genderkingen,86682
5356,Gengenbach,77723
5357,Genschmar,15328
5358,Genshagen,14974
5359,Gensingen,55457
5360,Gentha,6918
5361,Genthin,39307
5362,Gentingen,54675
5363,Genzkow,17099
5364,Georgenberg,92697
5365,Georgensgmünd,91166
5366,Georgenthal,99887
5367,Georgenzell,98590
5368,Georgsdorf,49828
5369,Georgsmarienhütte,49124
5370,Gera,7545
5371,Gera,7546
5372,Gera,7548
5373,Gera,7549
5374,Gera,7551
5375,Gera,7552
5376,Gera,7554
5377,Gera,7557
5378,Geraberg,98716
5379,Gerabronn,74582
5380,Gerach,55743
5381,Gerach,96161
5382,Geratskirchen,84552
5383,Gerbach,67813
5384,Gerbershausen,37318
5385,Gerbisbach,6922
5386,Gerbitz,6429
5387,Gerblinghausen,82041
5388,Gerbrunn,97218
5389,Gerbstedt,6347
5390,Gerdau,29581
5391,Gerdshagen,16928
5392,Gerdshagen,18239
5393,Gerer,83546
5394,Geretsried,82538
5395,Gerhardsbrunn,66894
5396,Gerhardshofen,91466
5397,Gerichshain,4827
5398,Gerichtsmannsmühle,55743
5399,Gering,56751
5400,Geringswalde,9326
5401,Gerlebogk,6420
5402,Gerlingen,70839
5403,Germaringen,87656
5404,Germendorf,16767
5405,Germering,82110
5406,Germersheim,76726
5407,Germerswang,82216
5408,Gernrode,6507
5409,Gernrode,37339
5410,Gernsbach,76593
5411,Gernsheim,64579
5412,Gernstedt,6648
5413,Geroda,7819
5414,Geroda,97779
5415,Gerold,82493
5416,Geroldsgrün,95179
5417,Geroldshausen,97256
5418,Gerolfingen,91726
5419,Gerolsbach,85302
5420,Gerolsheim,67229
5421,Gerolstein,54568
5422,Gerolzhofen,97447
5423,Gerschweiler,89537
5424,Gersdorf,4703
5425,Gersdorf,9355
5426,Gersdorf,18230
5427,Gersdorf,83565
5428,Gersdorf-Möhrsdorf,1920
5429,Gersfeld,36129
5430,Gersheim,66453
5431,Gersten,49838
5432,Gerstenberg,4617
5433,Gerstengrund,36419
5434,Gerstetten,89547
5435,Gersthofen,86368
5436,Gerstungen,99834
5437,Gerswalde,17268
5438,Gerterode,37355
5439,Gertewitz,7389
5440,Gerthausen,98617
5441,Gertitzsch,4741
5442,Gerwisch,39175
5443,Gerzen,84175
5444,Geschendorf,23815
5445,Gescher,48712
5446,Geschwenda,98716
5447,Gesees,95494
5448,Geseke,59590
5449,Geslau,91608
5450,"Gesotz, Gem Feuerscheid",54597
5451,"Gesotz, Gem Hargarten",54597
5452,"Gesotz, Gem Plütscheid",54597
5453,Gessertshausen,86459
5454,Gestecke,34305
5455,Gestratz,88167
5456,Getelo,49843
5457,Gettengrün,8626
5458,Gettorf,24214
5459,Geusa,6217
5460,Geußnitz,6712
5461,Gevelsberg,58285
5462,Gevelsberg,58285
5463,Gevenich,56825
5464,Gevensleben,38384
5465,Geversdorf,21784
5466,Geyer,9468
5467,Giebelstadt,97232
5468,Gieboldehausen,37434
5469,Gieckau,6618
5470,Giekau,24321
5471,Gielde,38315
5472,Gieleroth,57610
5473,Gielert,54424
5474,Gielow,17139
5475,Gielsdorf,15345
5476,Giengen,89537
5477,Gierschnach,56294
5478,Giershausen,57632
5479,Giersleben,6449
5480,Gierstädt,99100
5481,Gierstling,83364
5482,Giesdorf,54614
5483,Gieselauschleuse,24797
5484,Giesen,31180
5485,Giesenhagen,16928
5486,Giesenhausen,57612
5487,Giesenhorst,16845
5488,Giesensdorf,15848
5489,Giesensdorf,16928
5490,Giesensdorf,23909
5491,Gieseritz,29413
5492,Gieshof-Zelliner Loose,15324
5493,Gieshübel,56377
5494,Gießen,35390
5495,Gießen,35392
5496,Gießen,35394
5497,Gießen,35396
5498,Gießen,35398
5499,Gießhübelmühle,75031
5500,Gießmannsdorf,15926
5501,Gießübel,98667
5502,Gifhorn,38518
5503,Gifizenmoos,78713
5504,Giggenhausen,85376
5505,Gigling,83368
5506,Gilching,82205
5507,Gillenbeuren,56825
5508,Gillenfeld,54558
5509,Gillersdorf,98701
5510,Gilserberg,34630
5511,Gilten,29690
5512,Gilzem,54298
5513,Gimbsheim,67578
5514,Gimbweiler,55767
5515,Gimritz,6198
5516,Gindorf,54657
5517,Gingen,73333
5518,Gingst,18569
5519,Ginsheim-Gustavsburg,65462
5520,Ginsweiler,67742
5521,Gipperath,54533
5522,Girgenrath,53547
5523,Girkenroth,56459
5524,Girod,56412
5525,Gischau,29416
5526,Gischow,19386
5527,Gittelde,37534
5528,Gladau,39307
5529,Gladbach,54518
5530,Gladbeck,45964
5531,Gladbeck,45966
5532,Gladbeck,45968
5533,Gladenbach,35075
5534,Gladigau,39606
5535,Glaisin,19288
5536,Glaitenhof,71549
5537,Glambeck,16775
5538,Glambeck,18246
5539,Glanbrücken,66887
5540,Glandorf,49219
5541,Glan-Münchweiler,66907
5542,Glasau,23719
5543,Glasehausen,37308
5544,Glasewitz,18276
5545,Glashagen,18209
5546,Glashagen,23996
5547,Glashütte,1768
5548,Glashütte,14827
5549,Glashütte,23812
5550,Glashütte,92690
5551,Glashütte-Dittersdorf,1768
5552,Glashütte-Johnsbach,1768
5553,Glashütte-Luchau,1768
5554,Glashütten,61479
5555,Glashütten,95496
5556,Glashütte-Schlottwitz,1768
5557,Glasin,23992
5558,Glasmühle,75385
5559,Glasow,17322
5560,Glattbach,63864
5561,Glatten,72293
5562,Glattenzainbach,71540
5563,Glau,14959
5564,Glaubitz,1612
5565,Glauburg,63695
5566,Glauchau,8371
5567,Glauzig,6369
5568,Glebitzsch,6794
5569,Glees,56653
5570,Gleichamberg,98646
5571,Gleichen,37130
5572,Gleima,7356
5573,Gleina,1594
5574,Gleina,6632
5575,Gleiritsch,92723
5576,Gleißenberg,93477
5577,Gleisweiler,76835
5578,Gleiszellen-Gleishorbach,76889
5579,Gletzow,19217
5580,Glewitz,18513
5581,Glien,14715
5582,Glienecke,14793
5583,Glienick,15806
5584,Glienicke,15864
5585,Glienicke,16548
5586,Glienicke,16909
5587,Glienig,15936
5588,Glienke,17099
5589,Glietz,15913
5590,Glinde,21509
5591,Glinde,39249
5592,Glindenberg,39326
5593,Glindow,14542
5594,Globig-Bleddin,6901
5595,Glonn,85625
5596,Glöthe,39240
5597,Glött,89353
5598,Glottertal,79286
5599,Glövzin,19357
5600,Glowe,18551
5601,Glöwen,19339
5602,Glöwitz,18356
5603,Glücksburg,24960
5604,Glücksburg,25821
5605,Glückstadt,25348
5606,Glüsing,25779
5607,Gmund,83703
5608,Gnadau,39249
5609,Gnarrenburg,27442
5610,Gnaschwitz,2692
5611,Gnemern,18246
5612,Gnetsch,6369
5613,Gneus,7646
5614,Gneven,19065
5615,Gnevezow,17111
5616,Gnevkow,17089
5617,Gnevsdorf,19322
5618,Gnevsdorf,19395
5619,Gnewikow,16818
5620,Gnewitz,18195
5621,Gnoien,17179
5622,Gnölbzig,6420
5623,Gnotzheim,91728
5624,Gnutz,24622
5625,Göbitz,6712
5626,Goch,47574
5627,Gochsheim,97469
5628,Göcklingen,76831
5629,Göda,2633
5630,Goddert,56244
5631,Goddin,19205
5632,Godendorf,17237
5633,Gödenroth,56290
5634,Gödenstorf,21376
5635,Godern,19065
5636,Gödnitz,39264
5637,Göggenhofen,85655
5638,Göggingen,73571
5639,Göhl,23758
5640,Göhlen,15898
5641,Göhlen,19288
5642,Gohlis,1462
5643,Gohlis,1462
5644,Gohlis,1619
5645,Gohlitz,14641
5646,Göhlsdorf,14542
5647,Gohrau,6786
5648,Göhrde,29473
5649,Göhren,4603
5650,Göhren,17348
5651,Göhren,18586
5652,Göhren,19089
5653,Göhren,19294
5654,Göhren-Döhlen,7950
5655,Göhren-Lebbin,17213
5656,Gohrisch,1824
5657,Gokels,25557
5658,Golbitz,6420
5659,Golchen,17089
5660,Golchen,19412
5661,Goldbach,63773
5662,Goldbach,99869
5663,Goldbeck,16845
5664,Goldbeck,16909
5665,Goldbeck,23948
5666,Goldbeck,39596
5667,Goldberg,19399
5668,Goldberg,23992
5669,Goldebek,25862
5670,Goldelund,25862
5671,Goldenbow,19260
5672,Goldenbow,19374
5673,Goldenerhahn,23619
5674,Goldenitz,19230
5675,Göldenitz,18258
5676,Göldenitz,23919
5677,Goldenstädt,19079
5678,Goldenstedt,49424
5679,Goldisthal,98746
5680,Goldkronach,95497
5681,Goldschau,6721
5682,Gölenkamp,49843
5683,Gollenberg,55767
5684,Gollensdorf,39615
5685,Göllheim,67307
5686,Gollhofen,97258
5687,Gollin,17268
5688,Göllin,18246
5689,Göllingen,6567
5690,Gollmitz,3205
5691,Gollmitz,17291
5692,Göllnitz,3238
5693,Göllnitz,4626
5694,Gollwitz,14778
5695,Golm,14476
5696,Golm,16306
5697,Golmbach,37640
5698,Golmsdorf,7751
5699,Golschow,3116
5700,Gölsdorf,14913
5701,Golßen,15938
5702,Goltoft,24864
5703,Golzen,6636
5704,Golzow,14778
5705,Golzow,15328
5706,Golzow,16230
5707,Gomadingen,72532
5708,Gomaringen,72810
5709,Gommern,39245
5710,Gommersheim,67377
5711,Gömnigk,14822
5712,Gompertshausen,98663
5713,Gonbach,67724
5714,Gondelsheim,75053
5715,Gondenbrett,54595
5716,Gondershausen,56283
5717,Gondorf,54647
5718,Gonna,6528
5719,Gönnebek,24610
5720,Gönnersdorf,53498
5721,Gönnersdorf,54584
5722,Gönnheim,67161
5723,Goosefeld,24340
5724,Göpfersdorf,4618
5725,Goppeln,1728
5726,Göppingen,73033
5727,Göppingen,73035
5728,Göppingen,73037
5729,Gorden-Staupitz,3238
5730,Gorenzen,6343
5731,Gorgast,15328
5732,Görgeshausen,56412
5733,Görike,16866
5734,Görisried,87657
5735,Göritz,3226
5736,Göritz,6869
5737,Göritz,17291
5738,Görkwitz,7907
5739,Gorleben,29475
5740,Görlitz,2826
5741,Görlitz,2827
5742,Görlitz,2828
5743,Gorlosen,19294
5744,Görlsdorf,15926
5745,Görlsdorf,16278
5746,Görmin,17121
5747,Gornau,9405
5748,Görne,14728
5749,Gornhausen,54472
5750,Görnitz,19294
5751,Gornsdorf,9390
5752,Gorow,18239
5753,Görsbach,99765
5754,Görschen,6618
5755,Gorschendorf,17139
5756,Görsdorf,15848
5757,Görsdorf,15859
5758,Görsdorf,15936
5759,Gorsdorf-Hemsendorf,6917
5760,Gorsleben,6577
5761,Görslow,19065
5762,Gortz,14778
5763,Görwihl,79733
5764,Gorxheimertal,69517
5765,Görzig,1561
5766,Görzig,6369
5767,Görzig,15848
5768,Görzke,14828
5769,Goschen,15868
5770,Göschitz,7907
5771,Gosda,3149
5772,Gosda,3205
5773,Goseck,6667
5774,Gosedahl,19357
5775,Gosen,15537
5776,Gösen,7607
5777,Gösenroth,55624
5778,Gosheim,78559
5779,Goslar,38640
5780,Goslar,38642
5781,Goslar,38644
5782,Gospiteroda,99880
5783,Gossa,6773
5784,Gossel,99338
5785,Gösselborn,99326
5786,Gössenheim,97780
5787,Gossersweiler-Stein,76857
5788,Gössitz,7389
5789,Gößlow,19249
5790,Goßmar,3249
5791,Goßmar,15926
5792,Gößnitz,4639
5793,Gößweinstein,91327
5794,Goßwitz,7334
5795,Gostewitz,1594
5796,Gostewitz,1594
5797,Gostorf,23936
5798,Gotha,99867
5799,Gottberg,16845
5800,Gottenheim,79288
5801,Gottesgabe,19209
5802,Gotteskoogdeich,25899
5803,Gotteszell,94239
5804,Gottfrieding,84177
5805,Gottholling,94529
5806,Gotthun,17207
5807,Göttin,14476
5808,Göttin,21514
5809,Göttingen,37073
5810,Göttingen,37075
5811,Göttingen,37077
5812,Göttingen,37079
5813,Göttingen,37081
5814,Göttingen,37083
5815,Göttingen,37085
5816,Gottmadingen,78244
5817,Göttnitz,6780
5818,Gottschdorf,1936
5819,Gottstedt,99192
5820,Gottstedt,99192
5821,Götz,14778
5822,Goyatz,15913
5823,Graach,54470
5824,Graal-Müritz,18181
5825,Graal-Müritz,18181
5826,Grabau,21493
5827,Grabau,23845
5828,Graben,83364
5829,Graben,86836
5830,Gräben,14793
5831,Gräbendorf,15741
5832,Grabenhäusl,83364
5833,Graben-Neudorf,76676
5834,Grabenstätt,83355
5835,Grabenstetten,72582
5836,Grabenstoffl,83626
5837,Grabko,3172
5838,Grabow,14778
5839,Grabow,14823
5840,Grabow,16909
5841,Grabow,16945
5842,Grabow,17209
5843,Grabow,19300
5844,Grabow,39291
5845,Grabowhöfe,17194
5846,Grabsleben,99869
5847,Gräfelfing,82166
5848,Grafenanger,83358
5849,Grafenau,71120
5850,Grafenau,94481
5851,Grafenberg,72661
5852,Gräfenberg,91322
5853,Gräfendhron,54426
5854,Gräfendorf,4916
5855,Gräfendorf,7387
5856,Gräfendorf,14913
5857,Gräfendorf,97782
5858,Grafengehaig,95356
5859,Gräfenhain,99887
5860,Gräfenhainichen,6773
5861,Grafenhausen,79865
5862,Grafenrheinfeld,97506
5863,Grafenried,93161
5864,Gräfenroda,99330
5865,Gräfenthal,98743
5866,Grafenwiesen,93479
5867,Grafenwöhr,92655
5868,Grafhorst,38462
5869,Gräfinau-Angstedt,98704
5870,Grafing,85567
5871,Grafling,94539
5872,Grafrath,82284
5873,Grafschaft,53501
5874,Grainau,82491
5875,Grainet,94143
5876,Graitschen b Bürgel,7616
5877,Grambek,23883
5878,Grambin,17375
5879,Grambow,17322
5880,Grambow,19071
5881,Gramkow,23968
5882,Grammendorf,18513
5883,Grammentin,17153
5884,Grammow,18195
5885,Gramnitz,19230
5886,Gramzow,16775
5887,Gramzow,17291
5888,Gramzow,19348
5889,Grana,6712
5890,Grande,22946
5891,Gräningen,14715
5892,Granitwerk Sormitztal,7343
5893,Granschütz,6679
5894,Gransdorf,54533
5895,Gransebieth,18513
5896,Gransee,16775
5897,Granzin,19230
5898,Granzin,19258
5899,Granzin,19386
5900,Granzow,16866
5901,Grapen-Stieten,23996
5902,Grapzow,17089
5903,Grasberg,28879
5904,Grasbrunn,85630
5905,Grasellenbach,64689
5906,Grasleben,38368
5907,Graß,85655
5908,Grassau,4916
5909,Grassau,39579
5910,Grassau,83224
5911,Grattersdorf,94541
5912,Gratze,16259
5913,Grauel,24594
5914,Grauingen,39359
5915,Graustein,3130
5916,Grävenwiesbach,61279
5917,Grebbin,19374
